"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"MQ",4026,"GRB","MQT",4,1195,40,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"DL",1406,"LAX","DTW",5,1395,265,0.770343,0.787879,0.460502,0.408198,0.516015,0.253572,0.375268,0.658989,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"UA",818,"IAD","BOS",7,1330,93,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.747323,0.80303,0.298183,0.215318,0.629032,0.359749,0.422194,0.591653,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"XE",2380,"IAH","AVL",5,792,118,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.901499,0.106061,0.396322,0.508561,0.563135,0.333147,0.390399,0.671939,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"WN",437,"MDW","RNO",1,705,265,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.809957,0.136363,0.246527,0.328966,0.693671,0.316964,0.539428,0.551783,3,"Self-emp-not-inc",83311,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,0,"United-States",1
"WN",457,"MDW","AUS",3,655,170,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.718951,0.121212,0.176093,0.371058,0.740968,0.289259,0.508561,0.61106,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"DL",1225,"DTW","MSN",2,1315,87,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.915953,0.060606,0.924603,0.421452,0.307977,0.274428,0.569492,0.494045,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.706103,0.787879,0.303054,0.220024,0.818069,0.275876,0.375268,0.658989,2,"Private",173321,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,2,"United-States",1
"US",1737,"DCA","CLT",5,730,85,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"WN",789,"BUF","BWI",5,705,70,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"9E",4310,"MEM","ATL",3,460,90,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.926124,0.075758,0.796325,0.766256,0.099846,0.330968,0.310709,0.5666,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.853854,0.136363,0.176093,0.371058,0.693671,0.352183,0.371058,0.693672,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"US",149,"PHX","CMH",3,599,226,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"DL",2290,"ATL","IND",6,520,104,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AA",1347,"SAT","DFW",2,470,70,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.675589,0.772727,0.239961,0.279026,0.766618,0.353377,0.387469,0.614309,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"DL",2925,"BOS","MSP",4,857,198,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"DL",2335,"ATL","JAX",5,887,69,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"DL",1523,"DTW","SAT",2,1200,214,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.832441,0.060606,0.698413,0.781902,0.307977,0.271029,0.350927,0.638151,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.805139,0.151515,0.274428,0.361765,0.587408,0.159104,0.332929,0.715371,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"OO",6599,"FAT","LAS",1,630,80,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AA",2355,"ORD","DFW",7,1265,150,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"US",1421,"PHL","LAX",1,1240,362,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.811563,0.121212,0.146508,0.295293,0.850693,0.095723,0.229672,0.944703,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"DL",1572,"TPA","ATL",2,585,95,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.763919,0.136363,0.274428,0.32022,0.680771,0.246527,0.328966,0.646375,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"WN",2924,"LAS","RNO",6,620,80,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.754283,0.787879,0.325548,0.381317,0.636836,0.320487,0.4819,0.53917,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"OO",4586,"SLC","OMA",5,830,144,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"B6",712,"SJU","JFK",7,1305,236,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.900964,0.075758,0.796325,0.766256,0.099846,0.239667,0.154038,0.914178,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.765525,0.136363,0.176093,0.328966,0.740968,0.179736,0.354126,0.69204,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.852248,0.136363,0.246527,0.41315,0.646375,0.198667,0.352712,0.760371,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.635439,0.787879,0.342791,0.082025,0.718894,0.43801,0.408198,0.516015,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"FL",931,"JAX","ATL",3,400,77,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"YV",7264,"ORD","PWM",4,1205,127,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.710385,0.121212,0.110821,0.423253,0.802767,0.140874,0.286873,0.788264,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"WN",1259,"BNA","SAT",1,515,155,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"WN",2397,"MDW","MCI",4,570,90,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.909529,0.151515,0.204906,0.569492,0.587408,0.610449,0.557774,0.529954,2,"Private",179262,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,1,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.85546,0.242424,0.330968,0.349251,0.5666,0.330968,0.34925,0.5666,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"XE",2057,"EWR","ORD",4,800,155,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.770343,0.787879,0.303054,0.354433,0.667044,0.342791,0.401925,0.569127,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"YV",2657,"CLE","CLT",4,1199,97,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"WN",951,"BWI","MDW",5,415,130,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.770343,0.121212,0.246527,0.286873,0.740968,0.217885,0.423253,0.61106,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",9,"MCO","SEA",7,500,385,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.738223,0.787879,0.325548,0.381317,0.636836,0.342791,0.428586,0.599079,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.771949,0.136363,0.352183,0.371058,0.551783,0.204906,0.361765,0.727453,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AA",1004,"MIA","DCA",1,815,145,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.909529,0.151515,0.204906,0.569492,0.587408,0.610449,0.557774,0.529954,1,"Self-emp-not-inc",33308,"Some-college",10,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,4,"United-States",1
"XE",2372,"GPT","IAH",4,870,80,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.571734,0.742424,0.225883,0.37251,0.69204,0.327558,0.123638,0.781726,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"XE",3066,"RIC","EWR",3,378,72,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.783191,0.106061,0.316964,0.244784,0.882852,0.369316,0.736236,0.526219,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.576017,0.80303,0.359749,0.342881,0.621358,0.253572,0.375268,0.658989,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.86242,0.075758,0.281746,0.371058,0.693671,0.461752,0.544105,0.649003,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.535867,0.787879,0.258071,0.085612,0.787865,0.325548,0.381317,0.636836,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.830835,0.121212,0.274428,0.237129,0.774134,0.396322,0.124681,0.754839,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"XE",2119,"MCI","IAH",1,622,118,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"XE",2111,"MCI","EWR",6,624,162,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AA",1404,"RSW","ORD",1,945,195,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.739829,0.166666,0.267297,0.393723,0.806452,0.2105,0.427664,0.60941,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.897752,0.075758,0.070437,0.244784,0.930149,0.870675,0.810687,0.099846,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.646146,0.742424,0.295105,0.289778,0.69204,0.272032,0.400089,0.568091,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.791221,0.712121,0.469578,0.441212,0.551783,0.253572,0.401925,0.658989,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"US",991,"IAD","CLT",6,420,87,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.537473,0.80303,0.320487,0.4819,0.53917,0.320487,0.32195,0.658989,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.836724,0.121212,0.239667,0.32022,0.727452,0.289259,0.508561,0.61106,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"DL",1235,"SLC","BOI",3,680,72,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.797645,0.106061,0.211311,0.286873,0.693671,0.333147,0.606546,0.429072,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.839936,0.136363,0.170145,0.32022,0.680771,0.528275,0.539428,0.409895,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.797645,0.136363,0.352183,0.371058,0.551783,0.174492,0.128072,0.885002,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"OO",6686,"PSP","DEN",1,997,123,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"AS",138,"ANC","ORD",5,1405,345,0.94379,0.030303,0.95957,1,0.013023,0.265737,0.237129,0.680771,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
"MQ",3903,"CRW","ORD",4,1075,120,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"EV",5126,"ATL","AVL",7,1150,60,0.698608,0.136363,0.281746,0.286873,0.599079,0.204906,0.569492,0.587408,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",0
"AS",138,"ANC","ORD",5,1405,345,0.760707,0.136363,0.174492,0.128072,0.885002,0.246527,0.286873,0.693672,2,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",1,0,2,"United-States",1
